numero_processo,tribunal,grau,classe,classe_codigo,assunto,n_assuntos,orgao_julgador,municipio_ibge,sistema,formato,nivel_sigilo,data_ajuizamento,data_ultima_atualizacao
00004220720228260615,TJSP,G1,Precatório,1265,Planos de Saúde,1,02 CUMULATIVA DE TANABI,,SAJ,Eletrônico,0,2024-04-09,2026-03-06
00009604220248260445,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE PINDAMONHANGABA,3538006.0,SAJ,Eletrônico,0,2024-04-09,2024-05-28
00006437820248260272,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2024-04-09,2024-11-12
20974299320248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-09,2024-05-28
00010879120248260408,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Assistência Médico-Hospitalar,1,VARA JUIZADO ESPECIAL CIVEL DE OURINHOS,,SAJ,Eletrônico,0,2024-04-09,2024-11-13
00004801720248260493,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE REGENTE FEIJO,,SAJ,Eletrônico,0,2024-04-09,2026-05-08
00006925020248260101,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE CACAPAVA,,SAJ,Eletrônico,0,2024-04-09,2025-08-14
20986865620248260000,TJSP,G2,Habeas Corpus Cível,1269,Tratamento Domiciliar (Home Care),1,5ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00001878220248260352,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE MIGUELOPOLIS,,SAJ,Eletrônico,0,2024-04-10,2025-02-05
20978715920248260000,TJSP,G2,Agravo de Instrumento,202,Fornecimento de medicamentos,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00156553320228260554,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20984596620248260000,TJSP,G2,Mandado de Segurança Cível,120,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20981330920248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00002200920248260470,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA UNICA DE PORANGABA,,SAJ,Eletrônico,0,2024-04-10,2025-02-06
20977165620248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20977226320248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento Domiciliar (Home Care),1,5ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
10807648820238260053,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,10ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20984561420248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,6ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
10032661720238260084,TJSP,G2,Apelação / Remessa Necessária,1728,Fornecimento de medicamentos,1,11ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00010027720248260191,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE FERRAZ DE VASCONCELOS,,SAJ,Eletrônico,0,2024-04-10,2026-06-01
20982543720248260000,TJSP,G2,Agravo de Instrumento,202,Fornecimento de medicamentos,1,2ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20980473820248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20986077720248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento Domiciliar (Home Care),1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20978698920248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
10234903120238260001,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,6ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20981738820248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,6ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00021523520248260566,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE SAO CARLOS,,SAJ,Eletrônico,0,2024-04-10,2024-07-19
20985150220248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
20976541620248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-10,2024-05-28
00006006820248260070,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,02 CIVEL DE BATATAIS,,SAJ,Eletrônico,0,2024-04-11,2024-07-19
00008865520248260358,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE MIRASSOL,,Inválido,Eletrônico,0,2024-04-11,2024-10-02
10053805220238260625,TJSP,G2,Remessa Necessária Cível,199,Fornecimento de medicamentos,1,10ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2024-04-11,2024-05-28
00007048120238260042,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,VARA UNICA DE ALTINOPOLIS,,SAJ,Eletrônico,0,2024-04-11,2025-08-10
00002711020248260150,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE COSMÓPOLIS,,SAJ,Eletrônico,0,2024-04-11,2025-08-12
00007016120248260505,TJSP,G1,Cumprimento de sentença,156,Custeio de Assistência Médica,1,03 CUMULATIVA DE RIBEIRAO PIRES,,SAJ,Eletrônico,0,2024-04-11,2024-08-26
00042875620248260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2024-04-11,2024-08-26
00061204320248260576,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE SAO JOSE DO RIO PRETO,,SAJ,Eletrônico,0,2024-04-11,2024-08-26
00009395220248260191,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE FERRAZ DE VASCONCELOS,,SAJ,Eletrônico,0,2024-04-11,2025-08-15
20546529320248260000,TJSP,G2,Embargos de Declaração Cível,1689,Tratamento médico-hospitalar,1,5ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-11,2024-07-20
10069418420218260010,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2024-04-11,2024-05-28
00003558620248260416,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE PANORAMA,,SAJ,Eletrônico,0,2024-04-12,2026-04-28
00007270720248260296,TJSP,G1,Procedimento do Juizado Especial Cível,436,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE JAGUARIUNA,,SAJ,Eletrônico,0,2024-04-12,2026-06-02
00005435420248260586,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE SAO ROQUE,,SAJ,Eletrônico,0,2024-04-12,2024-08-27
00008295820248260642,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE UBATUBA,,SAJ,Eletrônico,0,2024-04-12,2026-06-03
00005426920248260586,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE SAO ROQUE,,SAJ,Eletrônico,0,2024-04-12,2024-08-27
00004159520248260210,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Assistência Médico-Hospitalar,1,JUIZADO ESPECIAL CIVEL CRIM. DE GUAIRA,,Inválido,Eletrônico,0,2024-04-12,2024-10-02
00019856320248260066,TJSP,G1,Cumprimento Provisório de Decisão,10980,Fornecimento de medicamentos,1,03 CIVEL DE BARRETOS,,SAJ,Eletrônico,0,2024-04-12,2024-08-26
00004446520248260366,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,01 CUMULATIVA DE MONGAGUA,,SAJ,Eletrônico,0,2024-04-14,2026-06-02
00005849520248260238,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE IBIUNA,,SAJ,Eletrônico,0,2024-04-15,2025-02-05
00003699820248260439,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,02 CUMULATIVA DE PEREIRA BARRETO,,SAJ,Eletrônico,0,2024-04-15,2025-01-10
00010488220248260024,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE ANDRADINA,,SAJ,Eletrônico,0,2024-04-15,2024-10-26
00006286220248260417,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CUMULATIVA DE PARAGUACU PAULISTA,,SAJ,Eletrônico,0,2024-04-15,2024-12-13
10264524520228260071,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-15,2025-08-14
00169391220248260100,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,40 CIVEL DE CENTRAL,,SAJ,Eletrônico,0,2024-04-15,2025-02-05
00047298920248260564,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SAO BERNARDO DO CAMPO,,SAJ,Eletrônico,0,2024-04-16,2024-08-26
00003202420248260062,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE BARIRI,,SAJ,Eletrônico,0,2024-04-16,2025-01-09
21049084020248260000,TJSP,G2,Agravo de Instrumento,202,Tratamento médico-hospitalar,1,6ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-16,2025-08-14
10297496020228260071,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,Núcleo de Justiça 4.0 em Segundo Grau – Turma IV (Direito Privado 1),,SAJ,Eletrônico,0,2024-04-17,2025-08-14
00008512420248260220,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CUMULATIVA DE GUARATINGUETA,,SAJ,Eletrônico,0,2024-04-17,2026-07-16
00052205720248260577,TJSP,JE,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 VARA JUIZADO ESPECIAL CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2024-04-17,2025-08-14
00005099620248260063,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL E CRIMINAL DE BARRA BONITA,,SAJ,Eletrônico,0,2024-04-17,2024-10-26
00002649620248260512,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE RIO GRANDE DA SERRA,,SAJ,Eletrônico,0,2024-04-18,2024-12-12
00005770920248260431,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL  CRIM. DE PEDERNEIRAS,,SAJ,Eletrônico,0,2024-04-18,2025-01-10
00001754020248260232,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,VARA ÚNICA DE CESÁRIO LANGE,,SAJ,Eletrônico,0,2024-04-18,2025-02-05
00007050620248260568,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,03 CIVEL DE SAO JOAO DA BOA VISTA,,Inválido,Eletrônico,0,2024-04-19,2024-10-02
00010080820248260281,TJSP,G1,Cumprimento de sentença,156,Tratamento Domiciliar (Home Care),1,01 CIVEL DE ITATIBA,,Inválido,Eletrônico,0,2024-04-19,2024-10-02
00009304520248260400,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE OLIMPIA,,SAJ,Eletrônico,0,2024-04-19,2025-02-05
00001795420248260563,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA UNICA DE SAO BENTO DO SAPUCAI,,SAJ,Eletrônico,0,2024-04-19,2024-07-20
00009324120248260650,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE VALINHOS,,SAJ,Eletrônico,0,2024-04-19,2025-08-14
00003200820248260326,TJSP,G1,Procedimento Comum Cível,7,Fornecimento de medicamentos,1,02 CUMULATIVA DE LUCELIA,3527405.0,SAJ,Eletrônico,0,2024-04-19,2024-05-28
00005633320248260493,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE REGENTE FEIJO,,SAJ,Eletrônico,0,2024-04-19,2025-08-10
20872743120248260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-22,2024-07-20
21104876620248260000,TJSP,G2,Agravo de Instrumento,202,Serviços Hospitalares,1,25ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-22,2025-01-09
00002756920248260660,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA UNICA DE VIRADOURO,,SAJ,Eletrônico,0,2024-04-22,2025-01-10
00006558320248260081,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE ADAMANTINA,,SAJ,Eletrônico,0,2024-04-22,2025-08-11
00002070220248260311,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,VARA UNICA DE JUNQUEIROPOLIS,,SAJ,Eletrônico,0,2024-04-22,2025-02-05
20890108420248260000,TJSP,G2,Embargos de Declaração Cível,1689,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-22,2024-07-20
00003114620248260035,TJSP,G1,Cumprimento de sentença,156,Custeio de Assistência Médica,1,VARA UNICA DE AGUAS DE LINDOIA,,SAJ,Eletrônico,0,2024-04-23,2026-06-02
00088199320248260224,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,10 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2024-04-23,2024-12-13
10301035320228260114,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,13ª CÂMARA DE DIREITO PÚBLICO,,SAJ,Eletrônico,0,2024-04-23,2025-08-14
10374607320158260100,TJSP,G2,Apelação Cível,198,Planos de Saúde,2,7ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-23,2025-08-14
20887007820248260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-24,2024-07-20
00008977720248260619,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CUMULATIVA DE TAQUARITINGA,,SAJ,Eletrônico,0,2024-04-24,2025-08-14
00007426720248260201,TJSP,JE,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,JUIZADO ESPECIAL CIVEL CRIM. DE GARCA,,SAJ,Eletrônico,0,2024-04-24,2025-02-06
00005015920248260471,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE PORTO FELIZ,,SAJ,Eletrônico,0,2024-04-24,2024-10-26
00006782320248260568,TJSP,G1,Cumprimento de sentença,156,Planos de Saúde,1,01 CIVEL DE SAO JOAO DA BOA VISTA,,SAJ,Eletrônico,0,2024-04-24,2024-10-26
00002416320248260153,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE CRAVINHOS,,SAJ,Eletrônico,0,2024-04-24,2026-07-16
00010505720248260281,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CIVEL DE ITATIBA,,SAJ,Eletrônico,0,2024-04-24,2025-01-10
00026591320248260625,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE TAUBATE,,SAJ,Eletrônico,0,2024-04-24,2024-08-26
10072254120238260554,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,7ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-24,2025-08-14
00008057320248260272,TJSP,G1,Carta Precatória Cível,261,Tratamento médico-hospitalar,2,02 CUMULATIVA DE ITAPIRA,,SAJ,Eletrônico,0,2024-04-25,2024-08-26
00198803220248260100,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE CENTRAL,3550308.0,SAJ,Eletrônico,0,2024-04-25,2024-05-28
00004895220248260210,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CUMULATIVA DE GUAIRA,,SAJ,Eletrônico,0,2024-04-25,2025-08-15
00009006520248260220,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,02 CUMULATIVA DE GUARATINGUETA,3518404.0,SAJ,Eletrônico,0,2024-04-25,2024-05-28
00010691120248260363,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,04 CUMULATIVA DE MOJI MIRIM,,SAJ,Eletrônico,0,2024-04-25,2025-01-10
00004256720248260137,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento Domiciliar (Home Care),1,VARA UNICA DE CERQUILHO,,SAJ,Eletrônico,0,2024-04-26,2024-07-19
00003150920248260383,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE NHANDEARA,,SAJ,Eletrônico,0,2024-04-26,2024-07-20
00003279720248260035,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA UNICA DE AGUAS DE LINDOIA,,SAJ,Eletrônico,0,2024-04-29,2026-05-08
10276060320218260405,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,1ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-29,2024-12-12
00006515120248260338,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,02 CUMULATIVA DE MAIRIPORA,,SAJ,Eletrônico,0,2024-04-29,2026-06-02
00002212920248260426,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE PATROCINIO PAULISTA,,SAJ,Eletrônico,0,2024-04-29,2025-08-10
00003566720248260094,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,VARA UNICA DE BRODOSQUI,,SAJ,Eletrônico,0,2024-04-29,2025-08-11
00001819820248260312,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA UNICA DE JUQUIA,,SAJ,Eletrônico,0,2024-04-29,2024-10-26
20878822920248260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2024-04-30,2024-07-20
00006536420248260453,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE PIRAJUI,,SAJ,Eletrônico,0,2024-04-30,2024-12-13
10012891520248260323,TJSP,JE,Procedimento do Juizado Especial Cível,436,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE LORENA,3527207.0,SAJ,Eletrônico,0,2024-04-30,2024-06-05
00003902720248260390,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE NOVA GRANADA,,SAJ,Eletrônico,0,2024-04-30,2025-02-05
00007440320248260568,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,03 CIVEL DE SAO JOAO DA BOA VISTA,,SAJ,Eletrônico,0,2024-04-30,2024-11-12
00008386320248260272,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2024-04-30,2024-08-26
00010439620248260400,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE OLIMPIA,,SAJ,Eletrônico,0,2024-04-30,2025-08-15
00011165520238260157,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,VARA JUIZADO ESP. CIVEL CRIM. DE CUBATAO,,SAJ,Eletrônico,0,2024-04-30,2026-02-09
00004116220248260629,TJSP,G1,Cumprimento de sentença,156,Custeio de Assistência Médica,1,JUIZADO ESPECIAL CIVEL CRIM. DE TIETE,,SAJ,Eletrônico,0,2024-05-01,2025-08-14
00002308820248260426,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE PATROCINIO PAULISTA,,SAJ,Eletrônico,0,2024-05-02,2025-08-10
00011718520248260281,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE ITATIBA,,SAJ,Eletrônico,0,2024-05-02,2025-01-10
00011337820248260441,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE PERUIBE,,SAJ,Eletrônico,0,2024-05-03,2024-12-13
00008610920248260272,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2024-05-03,2026-04-28
00003863320248260311,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,VARA UNICA DE JUNQUEIROPOLIS,,SAJ,Eletrônico,0,2024-05-03,2026-05-08
00009941320248260220,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CUMULATIVA DE GUARATINGUETA,,SAJ,Eletrônico,0,2024-05-03,2024-11-13
00003555820248260102,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE CACHOEIRA PAULISTA,,SAJ,Eletrônico,0,2024-05-03,2026-06-02
00002325820248260426,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE PATROCINIO PAULISTA,,SAJ,Eletrônico,0,2024-05-03,2025-08-10
00002378020248260426,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE PATROCINIO PAULISTA,,SAJ,Eletrônico,0,2024-05-06,2025-08-10
00004906220248260040,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE AMERICO BRASILIENSE,,SAJ,Eletrônico,0,2024-05-06,2025-08-14
00003107120248260549,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE SANTA ROSA DE VITERBO,,SAJ,Eletrônico,0,2024-05-06,2026-03-17
00006389320238260659,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,02 CUMULATIVA DE VINHEDO,,SAJ,Eletrônico,0,2024-05-06,2026-04-28
00002055820248260464,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,01 CUMULATIVA DE POMPEIA,,SAJ,Eletrônico,0,2024-05-06,2025-08-10
00004054020248260246,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ILHA SOLTEIRA,,SAJ,Eletrônico,0,2024-05-06,2024-10-26
00059146520248260564,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE SAO BERNARDO DO CAMPO,,SAJ,Eletrônico,0,2024-05-06,2024-08-26
00001915120248260698,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE PIRANGI,,SAJ,Eletrônico,0,2024-05-07,2025-08-11
00007843920248260356,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,01 CUMULATIVA DE MIRANDOPOLIS,,SAJ,Eletrônico,0,2024-05-07,2026-04-15
00003282820248260150,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE COSMÓPOLIS,,SAJ,Eletrônico,0,2024-05-07,2025-08-12
00060161420248260071,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,04 CIVEL DE BAURU,,Inválido,Eletrônico,0,2024-05-07,2024-08-29
00012541320248260084,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE VILA MIMOSA,,SAJ,Eletrônico,0,2024-05-07,2025-08-14
00138481420248260002,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,15º CIVEL DE SANTO AMARO,,SAJ,Eletrônico,0,2024-05-07,2025-08-14
